age,workclass,salary,education_rank,marital-status,occupation,race,sex,mins_beerdrinking_year,mins_exercising_year,works_hours,tea_per_year,coffee_per_year
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
29.0,private,78891.25,9,Married,trucker,not_caucasian,Male,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
85.0,private,24652.75,13,Married,executive,caucasian,Male,,0.0,3,94.0,42.0
49.0,self_employed,21769.0,9,Married,farm,caucasian,Male,0.0,0.0,45,,
26.0,private,62247.5,10,Never-married,craft,caucasian,Male,0.0,0.0,40,389.0,305.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,private,70980.25,9,Married,trucker,caucasian,Male,0.0,0.0,50,,198.0
25.0,private,34691.25,13,Never-married,professional,caucasian,Male,0.0,0.0,20,311.0,300.0
14.0,private,23686.0,9,Never-married,clerical,not_caucasian,Female,0.0,0.0,20,,
,government,29277.25,13,Never-married,clerical,not_caucasian,Female,0.0,,27,,66.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,29242.0,13,Never-married,executive,caucasian,Male,0.0,0.0,45,,262.0
46.0,government,49931.25,11,Divorced,craft,not_caucasian,Female,0.0,0.0,60,389.0,182.0
57.0,self_employed,8431.25,13,Married,craft,caucasian,Male,0.0,0.0,50,205.0,54.0
21.0,government,47600.25,14,Married,professional,caucasian,Male,0.0,0.0,40,443.0,
44.0,private,38227.0,9,Never-married,clerical,caucasian,Female,0.0,0.0,40,465.0,2.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,,40578.0,10,Never-married,,not_caucasian,Male,0.0,0.0,40,271.0,
,private,53761.75,13,Never-married,clerical,caucasian,Male,0.0,0.0,50,,94.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
53.0,private,,11,Divorced,tech,not_caucasian,Male,0.0,0.0,40,,332.0
,private,41631.75,10,Never-married,clerical,not_caucasian,Female,0.0,0.0,20,376.0,
30.0,private,41047.5,13,Never-married,executive,caucasian,Male,0.0,0.0,42,170.0,312.0
55.0,private,67440.75,10,Divorced,service,caucasian,Female,0.0,0.0,10,409.0,83.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,52818.25,9,Never-married,sales,caucasian,Female,0.0,0.0,19,165.0,327.0
29.0,private,62173.5,9,Never-married,craft,caucasian,Male,0.0,0.0,60,39.0,
30.0,private,25398.25,9,Never-married,craft,caucasian,Male,0.0,0.0,40,470.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,private,65253.0,9,Divorced,professional,not_caucasian,Female,0.0,0.0,50,323.0,231.0
35.0,private,25268.25,10,Married,trucker,caucasian,Male,0.0,0.0,45,400.0,76.0
22.0,private,70992.25,9,Never-married,factory,caucasian,Male,0.0,0.0,40,178.0,336.0
58.0,government,70908.75,13,Never-married,professional,caucasian,Female,0.0,0.0,40,29.0,340.0
18.0,government,21653.75,9,Never-married,service,not_caucasian,Male,0.0,0.0,30,129.0,
,private,36322.5,9,Married,factory,caucasian,Male,0.0,0.0,45,51.0,105.0
20.0,government,10084.5,9,Married,craft,caucasian,Male,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
21.0,private,33367.75,10,Never-married,executive,caucasian,Male,0.0,0.0,40,302.0,22.0
33.0,private,54036.25,9,Married,craft,caucasian,Male,0.0,0.0,40,260.0,484.0
36.0,private,38602.5,13,Married,professional,caucasian,Male,0.0,0.0,40,,182.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
57.0,private,99663.0,9,Married,sales,caucasian,Male,0.0,0.0,50,339.0,
49.0,,87689.75,9,Married,,caucasian,Male,0.0,0.0,40,384.0,11.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,24120.75,9,Never-married,service,not_caucasian,Female,0.0,0.0,20,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
14.0,private,130057.75,10,Never-married,professional,caucasian,Female,0.0,0.0,45,423.0,
14.0,private,62317.75,10,Never-married,craft,caucasian,Male,0.0,0.0,40,,
46.0,private,119851.5,13,Married,sales,caucasian,Male,0.0,1672.0,40,9.0,349.0
29.0,private,39869.75,9,Married,trucker,not_caucasian,Male,0.0,,55,448.0,11.0
29.0,private,39947.0,14,Never-married,professional,caucasian,Female,0.0,0.0,80,,363.0
32.0,government,39471.75,9,Married,craft,caucasian,Male,0.0,,40,,415.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,self_employed,42837.75,12,Married,craft,caucasian,Male,0.0,0.0,20,184.0,295.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,70435.75,10,Never-married,service,caucasian,Male,0.0,0.0,50,,431.0
25.0,self_employed,34077.25,7,Never-married,sales,caucasian,Male,0.0,0.0,40,438.0,307.0
77.0,,22584.5,9,Widowed,,caucasian,Male,0.0,0.0,2,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
63.0,private,84938.75,13,Married,professional,caucasian,Male,0.0,0.0,50,,290.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
42.0,private,35767.25,9,Married,craft,caucasian,Male,0.0,0.0,60,251.0,467.0
16.0,,52248.5,10,Never-married,,caucasian,Male,0.0,0.0,12,497.0,
34.0,private,49313.0,13,Married,executive,caucasian,Male,0.0,0.0,45,,460.0
44.0,private,56766.25,13,Married,professional,caucasian,Male,99999.0,0.0,40,6.0,4.0
35.0,private,48453.75,13,Married,professional,caucasian,Male,0.0,1977.0,48,,145.0
50.0,,5607.0,14,Never-married,,caucasian,Male,0.0,0.0,40,,300.0
31.0,government,50893.0,9,Divorced,clerical,caucasian,Female,0.0,0.0,30,,338.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,,10,Never-married,service,caucasian,Female,0.0,0.0,10,,332.0
45.0,government,25589.75,13,Married,professional,caucasian,Male,0.0,0.0,37,210.0,262.0
24.0,private,97221.25,9,Never-married,factory,caucasian,Male,0.0,0.0,48,283.0,80.0
29.0,private,45963.5,9,Never-married,sales,caucasian,Female,0.0,0.0,25,360.0,2.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,government,28640.25,3,Widowed,service,not_caucasian,Female,0.0,,25,85.0,182.0
23.0,private,49168.5,10,Divorced,craft,caucasian,Male,0.0,0.0,40,354.0,420.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
38.0,private,54211.25,3,Married,factory,caucasian,Male,0.0,0.0,48,103.0,170.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
72.0,self_employed,49808.25,15,Married,professional,caucasian,Male,,2377.0,35,319.0,179.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
18.0,private,32365.0,11,Married,cleaner,caucasian,Female,0.0,0.0,30,192.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,,72104.75,3,Married,,caucasian,Male,0.0,0.0,40,27.0,101.0
14.0,private,43767.25,10,Never-married,sales,caucasian,Male,1055.0,0.0,30,467.0,
17.0,private,61895.0,8,Never-married,cleaner,caucasian,Male,0.0,0.0,18,422.0,295.0
28.0,private,51162.0,9,Divorced,service,not_caucasian,Female,0.0,0.0,20,,397.0
60.0,private,40537.75,9,Married,trucker,caucasian,Male,0.0,0.0,45,133.0,143.0
28.0,private,45232.0,10,Married,cleaner,caucasian,Male,5013.0,0.0,55,252.0,78.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
90.0,private,56949.0,12,Never-married,executive,caucasian,Male,6097.0,0.0,45,326.0,14.0
33.0,private,55331.0,9,Never-married,factory,not_caucasian,Female,0.0,0.0,40,375.0,77.0
14.0,private,63403.0,10,Never-married,professional,caucasian,Female,1055.0,0.0,32,279.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
39.0,self_employed,68670.75,10,Married,sales,caucasian,Male,7688.0,0.0,50,447.0,99.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
65.0,self_employed,5726.75,4,Married,farm,caucasian,Male,0.0,0.0,40,469.0,174.0
35.0,private,27634.5,9,Married,service,caucasian,Male,0.0,0.0,55,198.0,356.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
29.0,private,105789.5,10,Never-married,tech,caucasian,Female,0.0,0.0,40,151.0,324.0
55.0,private,50113.25,10,Married,tech,caucasian,Male,0.0,0.0,40,,65.0
32.0,self_employed,,13,Married,professional,caucasian,Male,0.0,0.0,50,314.0,13.0
35.0,self_employed,7773.75,10,Divorced,farm,caucasian,Male,4101.0,0.0,60,,183.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,38718.5,9,Never-married,factory,caucasian,Male,4416.0,0.0,30,90.0,41.0
33.0,self_employed,49240.75,10,Never-married,executive,caucasian,Female,0.0,0.0,60,34.0,170.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
24.0,private,50029.25,9,Married,craft,caucasian,Male,0.0,0.0,40,481.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
34.0,private,32888.0,9,Never-married,service,caucasian,Female,0.0,0.0,40,432.0,179.0
31.0,private,74748.75,9,Married,service,not_caucasian,Female,0.0,0.0,35,,396.0
55.0,government,30845.5,11,Divorced,professional,not_caucasian,Female,0.0,0.0,35,,256.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,64477.5,13,Never-married,professional,caucasian,Male,0.0,0.0,45,,
35.0,private,33822.25,11,Divorced,craft,caucasian,Male,0.0,0.0,50,369.0,411.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
35.0,self_employed,93131.25,13,Never-married,executive,caucasian,Male,0.0,0.0,40,403.0,100.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,private,74154.5,9,Never-married,sales,caucasian,Female,0.0,0.0,30,,452.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
26.0,private,94004.0,9,Never-married,service,caucasian,Female,0.0,0.0,30,,9.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
42.0,private,13848.75,10,Married,craft,caucasian,Male,0.0,0.0,52,455.0,232.0
52.0,government,75665.25,12,Widowed,executive,caucasian,Male,13550.0,0.0,40,262.0,493.0
38.0,private,44917.75,9,Married,lawenf,caucasian,Male,0.0,0.0,48,,226.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,private,75856.5,9,Divorced,service,not_caucasian,Male,5721.0,0.0,40,77.0,497.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
55.0,private,27253.75,13,Divorced,executive,caucasian,Female,0.0,1876.0,40,74.0,448.0
43.0,government,36832.0,14,Married,executive,caucasian,Male,0.0,1977.0,60,,308.0
28.0,private,24082.5,11,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,,
29.0,private,50719.5,9,Never-married,craft,caucasian,Male,0.0,0.0,50,,64.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
33.0,self_employed,73905.25,13,Married,professional,not_caucasian,Male,0.0,0.0,25,,212.0
38.0,government,7514.0,10,Married,service,caucasian,Male,0.0,0.0,40,,398.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
39.0,private,46545.75,9,Married,craft,caucasian,Male,0.0,0.0,40,66.0,117.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
20.0,government,57429.0,10,Divorced,clerical,not_caucasian,Female,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
32.0,private,64112.0,10,Never-married,service,caucasian,Male,0.0,0.0,15,51.0,
19.0,private,53117.0,10,Never-married,service,caucasian,Female,0.0,0.0,15,276.0,445.0
25.0,private,13230.25,12,Married,sales,caucasian,Male,0.0,0.0,45,192.0,249.0
14.0,private,8254.0,10,Never-married,craft,caucasian,Male,0.0,0.0,40,492.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
37.0,self_employed,34735.0,7,Never-married,farm,caucasian,Male,0.0,0.0,37,464.0,412.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,private,106845.5,14,Never-married,professional,caucasian,Male,0.0,0.0,50,327.0,373.0
53.0,private,72572.5,10,Divorced,professional,caucasian,Male,,1590.0,50,127.0,363.0
42.0,private,48659.0,13,Married,professional,caucasian,Male,0.0,0.0,45,152.0,392.0
52.0,private,50528.75,9,Married,service,caucasian,Female,0.0,0.0,25,53.0,373.0
22.0,private,94944.5,9,Never-married,service,caucasian,Male,0.0,0.0,40,,345.0
31.0,,42017.75,9,Married,,caucasian,Male,0.0,0.0,40,202.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,private,,14,Married,sales,caucasian,Male,0.0,0.0,40,141.0,
55.0,self_employed,27906.25,9,Married,craft,caucasian,Male,0.0,0.0,60,379.0,57.0
31.0,private,54365.0,9,Divorced,craft,caucasian,Male,0.0,0.0,45,,53.0
27.0,private,43486.0,9,Married,craft,caucasian,Male,0.0,0.0,40,166.0,7.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
28.0,private,84974.25,13,Married,executive,caucasian,Male,0.0,0.0,40,,324.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
60.0,self_employed,131469.5,9,Married,executive,not_caucasian,Male,0.0,0.0,40,462.0,441.0
22.0,government,53053.25,10,Never-married,clerical,not_caucasian,Female,0.0,0.0,40,415.0,139.0
26.0,private,72025.75,7,Divorced,factory,not_caucasian,Male,0.0,0.0,40,122.0,
57.0,private,43189.0,2,Widowed,factory,caucasian,Female,2062.0,0.0,34,222.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
53.0,private,37745.0,10,Married,factory,caucasian,Male,3137.0,0.0,40,280.0,379.0
39.0,self_employed,60438.25,9,Divorced,service,caucasian,Female,0.0,0.0,40,498.0,
44.0,private,61243.5,9,Married,sales,caucasian,Male,0.0,0.0,60,153.0,5.0
14.0,private,63297.5,9,Never-married,service,caucasian,Male,0.0,0.0,40,398.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,private,,9,Never-married,executive,caucasian,Male,0.0,0.0,40,326.0,408.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
42.0,self_employed,7689.75,9,Married,craft,caucasian,Male,0.0,0.0,35,91.0,335.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
36.0,private,47006.75,10,Never-married,executive,caucasian,Female,0.0,0.0,45,487.0,
30.0,private,72437.0,13,Never-married,executive,caucasian,Female,4650.0,0.0,48,124.0,
45.0,self_employed,12398.75,10,Married,executive,caucasian,Male,0.0,0.0,80,235.0,343.0
48.0,self_employed,,10,Never-married,clerical,caucasian,Male,0.0,0.0,40,440.0,349.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
55.0,private,45578.25,13,Married,executive,caucasian,Male,7688.0,0.0,50,121.0,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
41.0,self_employed,71021.5,11,Divorced,sales,caucasian,Male,0.0,0.0,60,102.0,319.0
42.0,private,50641.25,2,Married,factory,caucasian,Male,0.0,0.0,40,210.0,435.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
45.0,self_employed,40889.75,13,Married,executive,not_caucasian,Female,0.0,0.0,48,113.0,357.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
48.0,private,41371.0,10,Married,executive,caucasian,Male,0.0,0.0,65,,249.0
18.0,,66231.0,10,Never-married,,caucasian,Female,0.0,0.0,40,26.0,54.0
24.0,private,77071.25,9,Never-married,craft,caucasian,Male,0.0,0.0,40,,45.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
,private,,11,Married,clerical,caucasian,Male,0.0,0.0,40,335.0,304.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
43.0,private,119495.75,9,Married,cleaner,not_caucasian,Male,0.0,0.0,40,385.0,261.0
43.0,self_employed,45869.75,9,Married,craft,caucasian,Male,0.0,0.0,30,11.0,432.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
25.0,private,36083.5,9,Never-married,executive,not_caucasian,Male,0.0,0.0,40,344.0,133.0
43.0,private,67951.75,10,Divorced,craft,caucasian,Male,0.0,0.0,40,487.0,298.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
23.0,private,40557.0,13,Never-married,sales,caucasian,Male,0.0,0.0,48,,460.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
71.0,,39609.25,3,Married,,caucasian,Male,0.0,0.0,40,390.0,436.0
14.0,private,66695.0,9,Never-married,service,not_caucasian,Female,0.0,0.0,24,,
18.0,private,64837.75,6,Never-married,service,not_caucasian,Male,0.0,0.0,40,,
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
38.0,self_employed,,9,Married,farm,caucasian,Male,0.0,0.0,50,232.0,291.0
53.0,private,38164.25,6,Married,craft,not_caucasian,Male,0.0,0.0,40,,355.0
36.0,private,39664.0,12,Never-married,professional,caucasian,Female,0.0,0.0,36,396.0,
18.0,private,66571.75,8,Never-married,sales,caucasian,Female,0.0,0.0,35,487.0,249.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
30.0,private,59135.75,10,Married,professional,caucasian,Male,0.0,0.0,68,242.0,212.0
35.0,private,,9,Married,craft,caucasian,Male,0.0,0.0,40,,221.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
50.0,private,86155.25,9,Divorced,factory,caucasian,Female,0.0,0.0,40,77.0,214.0
20.0,private,10569.75,10,Never-married,service,caucasian,Female,0.0,0.0,30,69.0,398.0
,private,55747.25,9,Married,trucker,caucasian,Male,0.0,0.0,30,277.0,249.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
39.0,private,33591.75,9,Never-married,craft,caucasian,Female,0.0,0.0,43,475.0,142.0
37.0,private,24735.25,14,Never-married,executive,caucasian,Male,0.0,0.0,40,373.0,493.0
50.0,government,43240.5,9,Married,cleaner,caucasian,Male,0.0,0.0,40,,456.0
59.0,self_employed,20885.5,12,Divorced,tech,caucasian,Male,0.0,0.0,40,175.0,499.0
